token_id,piece,is_word_start,mean_nll,count,byte_length,is_punct,is_digit,is_uppercase
611,ical,0,0.598450,4055,4,0,0,0
612,ence,0,0.462256,2521,4,0,0,0
613,▁part,1,4.302117,4169,7,0,0,0
614,av,0,1.721967,4134,2,0,0,0
615,▁been,1,1.522621,4223,7,0,0,0
616,▁dis,1,4.391940,4757,6,0,0,0
617,▁This,1,3.760354,3480,7,0,0,1
618,▁over,1,4.576146,4220,7,0,0,0
619,ition,0,0.341741,3838,5,0,0,0
620,ress,0,0.953535,3972,4,0,0,0
621,ors,0,0.894274,3780,3,0,0,0
622,▁rec,1,4.606420,4335,6,0,0,0
623,▁them,1,2.959115,4001,7,0,0,0
624,ck,0,0.738761,3821,2,0,0,0
625,▁He,1,3.308160,4172,5,0,0,1
626,▁ar,1,4.362289,3977,5,0,0,0
627,▁sc,1,4.658559,4173,5,0,0,0
628,ild,0,0.796217,3247,3,0,0,0
629,▁pe,1,5.568503,801,5,0,0,0
630,ink,0,1.008140,3887,3,0,0,0
631,port,0,0.862084,3858,4,0,0,0
632,▁ag,1,3.727889,4687,5,0,0,0
633,low,0,1.815498,1728,3,0,0,0
634,▁ro,1,4.172730,3570,5,0,0,0
635,▁her,1,2.464722,4496,6,0,0,0
636,▁when,1,4.411202,3908,7,0,0,0
637,ound,0,1.504063,3754,4,0,0,0
638,ose,0,0.907014,4139,3,0,0,0
639,▁kn,1,5.366171,894,5,0,0,0
640,mer,0,1.067294,3928,3,0,0,0
641,int,0,1.584808,1305,3,0,0,0
642,ord,0,0.850355,4202,3,0,0,0
643,oy,0,0.920933,3462,2,0,0,0
644,ish,0,0.920736,3684,3,0,0,0
645,ob,0,1.516458,3652,2,0,0,0
646,irst,0,2.348413,529,4,0,0,0
647,▁need,1,3.665480,2869,7,0,0,0
648,▁said,1,1.773720,4941,7,0,0,0
649,ens,0,1.268558,3779,3,0,0,0
650,ough,0,0.925330,3997,4,0,0,0
651,▁pr,1,4.730740,3260,5,0,0,0
652,ov,0,1.436235,3671,2,0,0,0
653,▁pre,1,5.321077,3636,6,0,0,0
654,▁just,1,4.835969,4104,7,0,0,0
655,ru,0,1.284740,3423,2,0,0,0
656,▁spe,1,5.004522,3539,6,0,0,0
657,wn,0,0.647195,1619,2,0,0,0
658,▁acc,1,4.416779,3398,6,0,0,0
659,▁what,1,3.670929,3950,7,0,0,0
660,ren,0,0.756807,3543,3,0,0,0
661,▁there,1,3.991227,4098,8,0,0,0
662,▁if,1,3.695346,4052,5,0,0,0
663,▁Re,1,4.301954,3183,5,0,0,1
664,▁than,1,1.620111,3892,7,0,0,0
665,▁its,1,3.612674,3816,6,0,0,0
666,day,0,0.644161,3128,3,0,0,0
667,vers,0,0.841468,3475,4,0,0,0
668,▁would,1,3.333217,4513,8,0,0,0
669,fter,0,1.958456,959,4,0,0,0
670,▁had,1,3.329025,4519,6,0,0,0
671,ater,0,1.263032,3011,4,0,0,0
672,ade,0,1.385819,1406,3,0,0,0
673,ning,0,0.433047,3083,4,0,0,0
674,lud,0,1.000280,538,3,0,0,0
675,▁were,1,2.513198,4302,7,0,0,0
676,▁am,1,4.304988,3137,5,0,0,0
677,lp,0,2.384282,117,2,0,0,0
678,▁–,1,4.344744,1961,6,0,0,0
679,rough,0,1.908858,587,5,0,0,0
680,▁into,1,2.913054,3514,7,0,0,0
681,old,0,1.667507,3202,3,0,0,0
682,▁des,1,5.653215,1588,6,0,0,0
683,ory,0,0.587896,3536,3,0,0,0
684,ople,0,0.390021,278,4,0,0,0
685,itt,0,1.462437,3517,3,0,0,0
686,ang,0,1.638495,3328,3,0,0,0
687,▁tw,1,6.371100,616,5,0,0,0
688,▁how,1,3.417213,2993,6,0,0,0
689,▁help,1,3.958217,2165,7,0,0,0
690,use,0,1.723171,689,3,0,0,0
691,anc,0,1.082012,2997,3,0,0,0
692,lic,0,0.462554,3309,3,0,0,0
693,ool,0,2.322245,1014,3,0,0,0
